Budget_ID,State,Country
B001191,North Carolina,USA
B001192,Massachusetts,USA
B001193,New Jersey,USA
B001194,New Jersey,USA
B001195,Ohio,USA
B001196,Virginia,USA
B001197,Texas,USA
B001198,California,USA
B001199,California,USA
B001200,Ohio,USA
B001201,Michigan,USA
B001202,Georgia,USA
B001203,Illinois,USA
B001204,Washington,USA
B001205,Illinois,USA
B001206,Arizona,USA
B001207,Michigan,USA
B001208,Virginia,USA
B001209,North Carolina,USA
B001210,Michigan,USA
B001211,California,USA
B001212,Virginia,USA
B001213,Florida,USA
B001214,New Jersey,USA
B001215,Arizona,USA
B001216,Tennessee,USA
B001217,Virginia,USA
B001218,Massachusetts,USA
B001219,Virginia,USA
B001220,New Jersey,USA
B001221,North Carolina,USA
B001222,Washington,USA
B001223,Texas,USA
B001224,California,USA
B001225,North Carolina,USA
B001226,Washington,USA
B001227,Virginia,USA
B001228,Georgia,USA
B001229,Massachusetts,USA
B001230,Tennessee,USA
B001231,Ohio,USA
B001232,Massachusetts,USA
B001233,Georgia,USA
B001234,Michigan,USA
B001235,North Carolina,USA
B001236,Arizona,USA
B001237,Texas,USA
B001238,Georgia,USA
B001239,Virginia,USA
B001240,Ohio,USA
B001241,California,USA
B001242,Florida,USA
B001243,New Jersey,USA
B001244,California,USA
B001245,Washington,USA
B001246,North Carolina,USA
B001247,Washington,USA
B001248,Illinois,USA
B001249,Virginia,USA
B001250,Virginia,USA
B001251,Texas,USA
B001252,Virginia,USA
B001253,Michigan,USA
B001254,California,USA
B001255,New York,USA
B001256,Ohio,USA
B001257,Tennessee,USA
B001258,Ohio,USA
B001259,Massachusetts,USA
B001260,California,USA
B001261,Georgia,USA
B001262,Washington,USA
B001263,Texas,USA
B001264,Massachusetts,USA
B001265,Michigan,USA
B001266,Texas,USA
B001267,New Jersey,USA
B001268,North Carolina,USA
B001269,California,USA
B001270,Washington,USA
B001271,Illinois,USA
B001272,Texas,USA
B001273,Massachusetts,USA
B001274,New York,USA
B001275,New York,USA
B001276,North Carolina,USA
B001277,Arizona,USA
B001278,Texas,USA
B001279,Washington,USA
B001280,North Carolina,USA
B001281,Virginia,USA
B001282,California,USA
B001283,Georgia,USA
B001284,New Jersey,USA
B001285,Massachusetts,USA
B001286,Washington,USA
B001287,Florida,USA
B001288,Georgia,USA
B001289,North Carolina,USA
B001290,Illinois,USA
B001291,New York,USA
B001292,Massachusetts,USA
B001293,Massachusetts,USA
B001294,Georgia,USA
B001295,California,USA
B001296,California,USA
B001297,Washington,USA
B001298,North Carolina,USA
B001299,California,USA
B001300,Tennessee,USA
B001301,Ohio,USA
B001302,North Carolina,USA
B001303,Tennessee,USA
B001304,Washington,USA
B001305,New Jersey,USA
B001306,Florida,USA
B001307,Florida,USA
B001308,Virginia,USA
B001309,Georgia,USA
B001310,Ohio,USA
B001311,Massachusetts,USA
B001312,Tennessee,USA
B001313,New Jersey,USA
B001314,Texas,USA
B001315,Illinois,USA
B001316,Ohio,USA
B001317,Arizona,USA
B001318,Michigan,USA
B001319,Virginia,USA
B001320,Arizona,USA
B001321,California,USA
B001322,Ohio,USA
B001323,Arizona,USA
B001324,Washington,USA
B001325,Washington,USA
B001326,Massachusetts,USA
B001327,Florida,USA
B001328,Tennessee,USA
B001329,California,USA
B001330,Illinois,USA
B001331,New York,USA
B001332,Massachusetts,USA
B001333,Massachusetts,USA
B001334,Texas,USA
B001335,Arizona,USA
B001336,Ohio,USA
B001337,Washington,USA
B001338,Florida,USA
B001339,Massachusetts,USA
B001340,North Carolina,USA
B001341,Arizona,USA
B001342,Tennessee,USA
B001343,New York,USA
B001344,Washington,USA
B001345,Tennessee,USA
B001346,New Jersey,USA
B001347,Illinois,USA
B001348,California,USA
B001349,North Carolina,USA
B001350,New Jersey,USA
B001351,Massachusetts,USA
B001352,North Carolina,USA
B001353,Georgia,USA
B001354,Tennessee,USA
B001355,New Jersey,USA
B001356,Virginia,USA
B001357,New Jersey,USA
B001358,Tennessee,USA
B001359,Massachusetts,USA
B001360,Georgia,USA
B001361,Georgia,USA
B001362,Texas,USA
B001363,Illinois,USA
B001364,California,USA
B001365,Tennessee,USA
B001366,Florida,USA
B001367,Texas,USA
B001368,California,USA
B001369,Virginia,USA
B001370,Georgia,USA
B001371,Michigan,USA
B001372,California,USA
B001373,New York,USA
B001374,Massachusetts,USA
B001375,Illinois,USA
B001376,Georgia,USA
B001377,Florida,USA
B001378,Arizona,USA
B001379,North Carolina,USA
B001380,New Jersey,USA
B001381,Tennessee,USA
B001382,Virginia,USA
B001383,Ohio,USA
B001384,Massachusetts,USA
B001385,Tennessee,USA
B001386,Tennessee,USA
B001387,Arizona,USA
B001388,North Carolina,USA
B001389,Georgia,USA
B001390,Florida,USA
B001391,Texas,USA
B001392,Tennessee,USA
B001393,Michigan,USA
B001394,Virginia,USA
B001395,Texas,USA
B001396,Florida,USA
B001397,Georgia,USA
B001398,Washington,USA
B001399,Illinois,USA
B001400,New Jersey,USA
B001401,North Carolina,USA
B001402,Texas,USA
B001403,New Jersey,USA
B001404,Texas,USA
B001405,New Jersey,USA
B001406,Illinois,USA
B001407,Arizona,USA
B001408,New Jersey,USA
B001409,Ohio,USA
B001410,New Jersey,USA
B001411,Illinois,USA
B001412,New York,USA
B001413,Virginia,USA
B001414,Illinois,USA
B001415,Virginia,USA
B001416,Ohio,USA
B001417,Virginia,USA
B001418,Massachusetts,USA
B001419,New York,USA
B001420,Virginia,USA
B001421,Washington,USA
B001422,New York,USA
B001423,Michigan,USA
B001424,California,USA
B001425,Ohio,USA
B001426,Tennessee,USA
B001427,Ohio,USA
B001428,New York,USA
B001429,Texas,USA
B001430,Georgia,USA
B001431,New Jersey,USA
B001432,California,USA
B001433,Florida,USA
B001434,Michigan,USA
B001435,Michigan,USA
B001436,Washington,USA
B001437,Virginia,USA
B001438,Florida,USA
B001439,Michigan,USA
B001440,Florida,USA
B001441,North Carolina,USA
B001442,California,USA
B001443,Illinois,USA
B001444,Texas,USA
B001445,Virginia,USA
B001446,New Jersey,USA
B001447,Arizona,USA
B001448,Arizona,USA
B001449,Florida,USA
B001450,Arizona,USA
B001451,Georgia,USA
B001452,California,USA
B001453,North Carolina,USA
B001454,Virginia,USA
B001455,New Jersey,USA
B001456,Virginia,USA
B001457,Georgia,USA
B001458,North Carolina,USA
B001459,New York,USA
B001460,Texas,USA
B001461,Michigan,USA
B001462,Massachusetts,USA
B001463,North Carolina,USA
B001464,Illinois,USA
B001465,Illinois,USA
B001466,California,USA
B001467,Michigan,USA
B001468,California,USA
B001469,Arizona,USA
B001470,New York,USA
B001471,Washington,USA
B001472,Tennessee,USA
B001473,Arizona,USA
B001474,Georgia,USA
B001475,Texas,USA
B001476,Georgia,USA
B001477,Tennessee,USA
B001478,Texas,USA
B001479,Massachusetts,USA
B001480,Texas,USA
B001481,New York,USA
B001482,Florida,USA
B001483,Washington,USA
B001484,New Jersey,USA
B001485,Tennessee,USA
B001486,Massachusetts,USA
B001487,Washington,USA
B001488,Virginia,USA
B001489,Florida,USA
B001490,Ohio,USA
B001491,Virginia,USA
B001492,North Carolina,USA
B001493,Texas,USA
B001494,New York,USA
B001495,Texas,USA
B001496,Virginia,USA
B001497,New Jersey,USA
B001498,Texas,USA
B001499,Florida,USA
B001500,Tennessee,USA
B001501,Virginia,USA
B001502,Florida,USA
B001503,Washington,USA
B001504,Virginia,USA
B001505,New York,USA
B001506,Florida,USA
B001507,Florida,USA
B001508,North Carolina,USA
B001509,Georgia,USA
B001510,Georgia,USA
B001511,Georgia,USA
B001512,Michigan,USA
B001513,Georgia,USA
B001514,Florida,USA
B001515,Ohio,USA
B001516,Illinois,USA
B001517,Tennessee,USA
B001518,Michigan,USA
B001519,Tennessee,USA
B001520,Washington,USA
B001521,North Carolina,USA
B001522,Massachusetts,USA
B001523,New Jersey,USA
B001524,Illinois,USA
B001525,Washington,USA
B001526,New Jersey,USA
B001527,Tennessee,USA
B001528,Texas,USA
B001529,Washington,USA
B001530,New York,USA
B001531,California,USA
B001532,Virginia,USA
B001533,Texas,USA
B001534,North Carolina,USA
B001535,Virginia,USA
B001536,Georgia,USA
B001537,Arizona,USA
B001538,Ohio,USA
B001539,California,USA
B001540,Texas,USA
B001541,New Jersey,USA
B001542,California,USA
B001543,Ohio,USA
B001544,Florida,USA
B001545,Tennessee,USA
B001546,Illinois,USA
B001547,Michigan,USA
B001548,Massachusetts,USA
B001549,Florida,USA
B001550,Washington,USA
B001551,Washington,USA
B001552,Tennessee,USA
B001553,Arizona,USA
B001554,Washington,USA
B001555,Florida,USA
B001556,New Jersey,USA
B001557,Massachusetts,USA
B001558,New Jersey,USA
B001559,Tennessee,USA
B001560,Georgia,USA
B001561,North Carolina,USA
B001562,Massachusetts,USA
B001563,Washington,USA
B001564,Massachusetts,USA
B001565,Massachusetts,USA
B001566,California,USA
B001567,Illinois,USA
B001568,Georgia,USA
B001569,Michigan,USA
B001570,New York,USA
B001571,North Carolina,USA
B001572,Florida,USA
B001573,Massachusetts,USA
B001574,Virginia,USA
B001575,California,USA
B001576,Virginia,USA
B001577,Illinois,USA
B001578,Virginia,USA
B001579,Virginia,USA
B001580,Virginia,USA
B001581,North Carolina,USA
B001582,North Carolina,USA
B001583,Ohio,USA
B001584,Massachusetts,USA
B001585,Texas,USA
B001586,Tennessee,USA
B001587,North Carolina,USA
B001588,New York,USA
B001589,Michigan,USA
B001590,Florida,USA
B001591,North Carolina,USA
B001592,Michigan,USA
B001593,Florida,USA
B001594,Florida,USA
B001595,Michigan,USA
B001596,Illinois,USA
B001597,Virginia,USA
B001598,New Jersey,USA
B001599,Ohio,USA
B001600,Illinois,USA
B001601,Virginia,USA
B001602,Illinois,USA
B001603,New York,USA
B001604,Ohio,USA
B001605,Tennessee,USA
B001606,Arizona,USA
B001607,North Carolina,USA
B001608,Virginia,USA
B001609,Virginia,USA
B001610,North Carolina,USA
B001611,Illinois,USA
B001612,Massachusetts,USA
B001613,Texas,USA
B001614,Texas,USA
B001615,Michigan,USA
B001616,Tennessee,USA
B001617,California,USA
B001618,Virginia,USA
B001619,North Carolina,USA
B001620,Texas,USA
B001621,Georgia,USA
B001622,Illinois,USA
B001623,New Jersey,USA
B001624,Tennessee,USA
B001625,Ohio,USA
B001626,California,USA
B001627,Georgia,USA
B001628,Georgia,USA
B001629,North Carolina,USA
B001630,California,USA
B001631,California,USA
B001632,Florida,USA
B001633,Michigan,USA
B001634,Washington,USA
B001635,Arizona,USA
B001636,California,USA
B001637,Illinois,USA
B001638,Washington,USA
B001639,Florida,USA
B001640,Michigan,USA
B001641,New York,USA
B001642,Georgia,USA
B001643,Michigan,USA
B001644,North Carolina,USA
B001645,Ohio,USA
B001646,New York,USA
B001647,North Carolina,USA
B001648,Ohio,USA
B001649,Arizona,USA
B001650,Michigan,USA
B001651,Texas,USA
B001652,New Jersey,USA
B001653,North Carolina,USA
B001654,Washington,USA
B001655,Florida,USA
B001656,North Carolina,USA
B001657,Michigan,USA
B001658,Washington,USA
B001659,Washington,USA
B001660,North Carolina,USA
B001661,Illinois,USA
B001662,California,USA
B001663,Michigan,USA
B001664,New York,USA
B001665,Tennessee,USA
B001666,Massachusetts,USA
B001667,Ohio,USA
B001668,Georgia,USA
B001669,Washington,USA
B001670,Texas,USA
B001671,New Jersey,USA
B001672,New Jersey,USA
B001673,Washington,USA
B001674,North Carolina,USA
B001675,New York,USA
B001676,New Jersey,USA
B001677,Georgia,USA
B001678,Georgia,USA
B001679,Arizona,USA
B001680,Arizona,USA
B001681,North Carolina,USA
B001682,North Carolina,USA
B001683,Texas,USA
B001684,Tennessee,USA
B001685,Georgia,USA
B001686,Massachusetts,USA
B001687,Ohio,USA
B001688,New York,USA
B001689,New York,USA
B001690,Illinois,USA
B001691,Arizona,USA
B001692,Massachusetts,USA
B001693,Ohio,USA
B001694,Georgia,USA
B001695,Tennessee,USA
B001696,Michigan,USA
B001697,Michigan,USA
B001698,Florida,USA
B001699,North Carolina,USA
B001700,Illinois,USA
B001701,Massachusetts,USA
B001702,California,USA
B001703,Texas,USA
B001704,New York,USA
B001705,North Carolina,USA
B001706,Washington,USA
B001707,New York,USA
B001708,California,USA
B001709,Massachusetts,USA
B001710,Illinois,USA
B001711,California,USA
B001712,Massachusetts,USA
B001713,California,USA
B001714,Texas,USA
B001715,New York,USA
B001716,Michigan,USA
B001717,New Jersey,USA
B001718,Texas,USA
B001719,Florida,USA
B001720,Texas,USA
B001721,California,USA
B001722,New York,USA
B001723,Tennessee,USA
B001724,Washington,USA
B001725,Ohio,USA
B001726,Georgia,USA
B001727,Virginia,USA
B001728,Massachusetts,USA
B001729,Ohio,USA
B001730,Ohio,USA
B001731,Illinois,USA
B001732,California,USA
B001733,North Carolina,USA
B001734,Georgia,USA
B001735,California,USA
B001736,Massachusetts,USA
B001737,Georgia,USA
B001738,Michigan,USA
B001739,Tennessee,USA
B001740,Texas,USA
B001741,North Carolina,USA
B001742,Virginia,USA
B001743,Arizona,USA
B001744,Georgia,USA
B001745,Georgia,USA
B001746,Virginia,USA
B001747,Arizona,USA
B001748,Washington,USA
B001749,Georgia,USA
B001750,Virginia,USA
B001751,Tennessee,USA
B001752,Georgia,USA
B001753,Virginia,USA
B001754,Michigan,USA
B001755,Virginia,USA
B001756,Tennessee,USA
B001757,Georgia,USA
B001758,Texas,USA
B001759,New York,USA
B001760,Washington,USA
B001761,Texas,USA
B001762,Arizona,USA
B001763,Arizona,USA
B001764,Michigan,USA
B001765,Georgia,USA
B001766,Arizona,USA
B001767,Virginia,USA
B001768,New York,USA
B001769,New York,USA
B001770,New Jersey,USA
B001771,Virginia,USA
B001772,Georgia,USA
B001773,New Jersey,USA
B001774,Ohio,USA
B001775,New York,USA
B001776,Washington,USA
B001777,Virginia,USA
B001778,Arizona,USA
B001779,Virginia,USA
B001780,Texas,USA
B001781,Massachusetts,USA
B001782,Georgia,USA
B001783,Georgia,USA
B001784,California,USA
B001785,Ohio,USA
B001786,New York,USA
B001787,Michigan,USA
B001788,Tennessee,USA
B001789,New York,USA
B001790,Virginia,USA
B001791,Tennessee,USA
B001792,New Jersey,USA
B001793,Georgia,USA
B001794,Texas,USA
B001795,Massachusetts,USA
B001796,Georgia,USA
B001797,California,USA
B001798,Texas,USA
B001799,Ohio,USA
B001800,Tennessee,USA
B001801,Florida,USA
B001802,Georgia,USA
B001803,California,USA
B001804,North Carolina,USA
B001805,Illinois,USA
B001806,New York,USA
B001807,Virginia,USA
B001808,Illinois,USA
B001809,New Jersey,USA
B001810,Massachusetts,USA
B001811,New York,USA
B001812,Texas,USA
B001813,Massachusetts,USA
B001814,Texas,USA
B001815,New York,USA
B001816,Arizona,USA
B001817,Michigan,USA
B001818,Arizona,USA
B001819,Ohio,USA
B001820,Texas,USA
B001821,Florida,USA
B001822,Massachusetts,USA
B001823,Massachusetts,USA
B001824,Massachusetts,USA
B001825,Georgia,USA
B001826,New York,USA
B001827,New York,USA
B001828,Texas,USA
B001829,Michigan,USA
B001830,California,USA
B001831,Georgia,USA
B001832,Texas,USA
B001833,Tennessee,USA
B001834,Florida,USA
B001835,Florida,USA
B001836,Arizona,USA
B001837,California,USA
B001838,Illinois,USA
B001839,New York,USA
B001840,Georgia,USA
B001841,Arizona,USA
B001842,Massachusetts,USA
B001843,Illinois,USA
B001844,Illinois,USA
B001845,Virginia,USA
B001846,Ohio,USA
B001847,Illinois,USA
B001848,Virginia,USA
B001849,Washington,USA
B001850,Virginia,USA
B001851,New York,USA
B001852,Illinois,USA
B001853,Georgia,USA
B001854,California,USA
B001855,New Jersey,USA
B001856,California,USA
B001857,North Carolina,USA
B001858,New York,USA
B001859,New York,USA
B001860,Tennessee,USA
B001861,Virginia,USA
B001862,Illinois,USA
B001863,Virginia,USA
B001864,Illinois,USA
B001865,Georgia,USA
B001866,Washington,USA
B001867,Georgia,USA
B001868,Arizona,USA
B001869,Michigan,USA
B001870,New York,USA
B001871,Texas,USA
B001872,Texas,USA
B001873,Washington,USA
B001874,Michigan,USA
B001875,Virginia,USA
B001876,Washington,USA
B001877,Texas,USA
B001878,California,USA
B001879,Illinois,USA
B001880,New York,USA
B001881,Washington,USA
B001882,Texas,USA
B001883,Washington,USA
B001884,Illinois,USA
B001885,Virginia,USA
B001886,North Carolina,USA
B001887,Massachusetts,USA
B001888,Texas,USA
B001889,Washington,USA
B001890,Tennessee,USA
B001891,New Jersey,USA
B001892,Washington,USA
B001893,Texas,USA
B001894,Texas,USA
B001895,Texas,USA
B001896,New Jersey,USA
B001897,New Jersey,USA
B001898,North Carolina,USA
B001899,Illinois,USA
B001900,Georgia,USA
B001901,Virginia,USA
B001902,Arizona,USA
B001903,Washington,USA
B001904,New Jersey,USA
B001905,Arizona,USA
B001906,New York,USA
B001907,New Jersey,USA
B001908,Washington,USA
B001909,New Jersey,USA
B001910,New Jersey,USA
B001911,Virginia,USA
B001912,New York,USA
B001913,Texas,USA
B001914,Georgia,USA
B001915,Illinois,USA
B001916,Ohio,USA
B001917,California,USA
B001918,Virginia,USA
B001919,New York,USA
B001920,Tennessee,USA
B001921,Tennessee,USA
B001922,Washington,USA
B001923,Massachusetts,USA
B001924,New York,USA
B001925,New Jersey,USA
B001926,Michigan,USA
B001927,Washington,USA
B001928,Michigan,USA
B001929,Ohio,USA
B001930,Florida,USA
B001931,Michigan,USA
B001932,Washington,USA
B001933,Illinois,USA
B001934,Massachusetts,USA
B001935,California,USA
B001936,Virginia,USA
B001937,Tennessee,USA
B001938,Ohio,USA
B001939,Arizona,USA
B001940,Georgia,USA
B001941,North Carolina,USA
B001942,Illinois,USA
B001943,Georgia,USA
B001944,California,USA
B001945,North Carolina,USA
B001946,Massachusetts,USA
B001947,Michigan,USA
B001948,Massachusetts,USA
B001949,California,USA
B001950,Ohio,USA
B001951,Virginia,USA
B001952,Ohio,USA
B001953,Florida,USA
B001954,Georgia,USA
B001955,Georgia,USA
B001956,Ohio,USA
B001957,Florida,USA
B001958,Ohio,USA
B001959,New York,USA
B001960,Michigan,USA
B001961,Texas,USA
B001962,Michigan,USA
B001963,Ohio,USA
B001964,Washington,USA
B001965,Ohio,USA
B001966,North Carolina,USA
B001967,Arizona,USA
B001968,Arizona,USA
B001969,New York,USA
B001970,California,USA
B001971,Washington,USA
B001972,New York,USA
B001973,Ohio,USA
B001974,Tennessee,USA
B001975,California,USA
B001976,Washington,USA
B001977,Washington,USA
B001978,New Jersey,USA
B001979,New York,USA
B001980,North Carolina,USA
B001981,Illinois,USA
B001982,Tennessee,USA
B001983,Ohio,USA
B001984,North Carolina,USA
B001985,Virginia,USA
B001986,New Jersey,USA
B001987,North Carolina,USA
B001988,Washington,USA
B001989,Washington,USA
B001990,Massachusetts,USA
B001991,Washington,USA
B001992,Illinois,USA
B001993,Ohio,USA
B001994,Massachusetts,USA
B001995,California,USA
B001996,Illinois,USA
B001997,Florida,USA
B001998,Texas,USA
B001999,Washington,USA
B002000,North Carolina,USA
B002001,Virginia,USA
B002002,North Carolina,USA
B002003,Ohio,USA
B002004,Texas,USA
B002005,Georgia,USA
B002006,California,USA
B002007,Arizona,USA
B002008,Florida,USA
B002009,New Jersey,USA
B002010,Ohio,USA
B002011,Arizona,USA
B002012,California,USA
B002013,Massachusetts,USA
B002014,Florida,USA
B002015,Texas,USA
B002016,California,USA
B002017,Texas,USA
B002018,Massachusetts,USA
B002019,Washington,USA
B002020,Arizona,USA
B002021,Michigan,USA
B002022,Virginia,USA
B002023,Michigan,USA
B002024,Georgia,USA
B002025,Texas,USA
B002026,Ohio,USA
B002027,Texas,USA
B002028,Texas,USA
B002029,Arizona,USA
B002030,Ohio,USA
B002031,Massachusetts,USA
B002032,North Carolina,USA
B002033,Michigan,USA
B002034,Washington,USA
B002035,Texas,USA
B002036,New York,USA
B002037,California,USA
B002038,New Jersey,USA
B002039,Virginia,USA
B002040,Illinois,USA
B002041,Washington,USA
B002042,Texas,USA
B002043,Texas,USA
B002044,New York,USA
B002045,Tennessee,USA
B002046,Illinois,USA
B002047,Virginia,USA
B002048,Illinois,USA
B002049,Ohio,USA
B002050,Virginia,USA
B002051,Tennessee,USA
B002052,Texas,USA
B002053,North Carolina,USA
B002054,Georgia,USA
B002055,Michigan,USA
B002056,Washington,USA
B002057,Virginia,USA
B002058,Massachusetts,USA
B002059,Florida,USA
B002060,Tennessee,USA
B002061,California,USA
B002062,New Jersey,USA
B002063,Washington,USA
B002064,Tennessee,USA
B002065,Washington,USA
B002066,California,USA
B002067,Georgia,USA
B002068,Massachusetts,USA
B002069,Ohio,USA
B002070,Ohio,USA
B002071,California,USA
B002072,Texas,USA
B002073,Georgia,USA
B002074,Michigan,USA
B002075,Texas,USA
B002076,New Jersey,USA
B002077,Ohio,USA
B002078,Tennessee,USA
B002079,Georgia,USA
B002080,Florida,USA
B002081,Washington,USA
B002082,Arizona,USA
B002083,Georgia,USA
B002084,Arizona,USA
B002085,Arizona,USA
B002086,Illinois,USA
B002087,North Carolina,USA
B002088,Washington,USA
B002089,Ohio,USA
B002090,North Carolina,USA
B002091,New Jersey,USA
B002092,Ohio,USA
B002093,Arizona,USA
B002094,New Jersey,USA
B002095,Washington,USA
B002096,Ohio,USA
B002097,North Carolina,USA
B002098,Illinois,USA
B002099,Washington,USA
B002100,New York,USA
B002101,Tennessee,USA
B002102,New York,USA
B002103,Washington,USA
B002104,Virginia,USA
B002105,Ohio,USA
B002106,Tennessee,USA
B002107,Illinois,USA
B002108,Illinois,USA
B002109,New York,USA
B002110,Ohio,USA
B002111,Ohio,USA
B002112,Virginia,USA
B002113,Illinois,USA
B002114,Arizona,USA
B002115,Georgia,USA
B002116,Ohio,USA
B002117,Washington,USA
B002118,Massachusetts,USA
B002119,Ohio,USA
B002120,Illinois,USA
B002121,New Jersey,USA
B002122,Texas,USA
B002123,Ohio,USA
B002124,California,USA
B002125,Arizona,USA
B002126,Washington,USA
B002127,Washington,USA
B002128,Illinois,USA
B002129,Ohio,USA
B002130,Arizona,USA
B002131,Virginia,USA
B002132,New York,USA
B002133,Florida,USA
B002134,Washington,USA
B002135,Georgia,USA
B002136,Massachusetts,USA
B002137,Washington,USA
B002138,Texas,USA
B002139,Michigan,USA
B002140,California,USA
B002141,Georgia,USA
B002142,Florida,USA
B002143,Georgia,USA
B002144,Arizona,USA
B002145,Arizona,USA
B002146,Texas,USA
B002147,Michigan,USA
B002148,New York,USA
B002149,Arizona,USA
B002150,Georgia,USA
B002151,New York,USA
B002152,Georgia,USA
B002153,North Carolina,USA
B002154,Michigan,USA
B002155,Massachusetts,USA
B002156,Illinois,USA
B002157,Virginia,USA
B002158,Virginia,USA
B002159,Washington,USA
B002160,Massachusetts,USA
B002161,Arizona,USA
B002162,Massachusetts,USA
B002163,Washington,USA
B002164,New York,USA
B002165,Ohio,USA
B002166,Texas,USA
B002167,Ohio,USA
B002168,New Jersey,USA
B002169,California,USA
B002170,New York,USA
B002171,New York,USA
B002172,Illinois,USA
B002173,New Jersey,USA
B002174,New Jersey,USA
B002175,Ohio,USA
B002176,New York,USA
B002177,Illinois,USA
B002178,Ohio,USA
B002179,Tennessee,USA
B002180,Texas,USA
B002181,Michigan,USA
B002182,Florida,USA
B002183,Washington,USA
B002184,Texas,USA
B002185,California,USA
B002186,Texas,USA
B002187,Texas,USA
B002188,New Jersey,USA
B002189,Tennessee,USA
B002190,Illinois,USA
B002191,North Carolina,USA
B002192,Ohio,USA
B002193,North Carolina,USA
B002194,New York,USA
B002195,Virginia,USA
B002196,Illinois,USA
B002197,Illinois,USA
B002198,Florida,USA
B002199,New York,USA
B002200,Illinois,USA
B002201,Illinois,USA
B002202,Georgia,USA
B002203,Ohio,USA
B002204,Florida,USA
B002205,Georgia,USA
B002206,Michigan,USA
B002207,Washington,USA
B002208,Washington,USA
B002209,Georgia,USA
B002210,North Carolina,USA
B002211,Georgia,USA
B002212,Michigan,USA
B002213,Michigan,USA
B002214,Washington,USA
B002215,New York,USA
B002216,Washington,USA
B002217,Georgia,USA
B002218,Tennessee,USA
B002219,Massachusetts,USA
B002220,Virginia,USA
B002221,New York,USA
B002222,Virginia,USA
B002223,North Carolina,USA
B002224,Virginia,USA
B002225,New Jersey,USA
B002226,Ohio,USA
B002227,Michigan,USA
B002228,Massachusetts,USA
B002229,Texas,USA
B002230,Ohio,USA
B002231,Florida,USA
B002232,California,USA
B002233,North Carolina,USA
B002234,North Carolina,USA
B002235,New York,USA
B002236,Texas,USA
B002237,Florida,USA
B002238,Texas,USA
B002239,Ohio,USA
B002240,Florida,USA
B002241,Illinois,USA
B002242,New Jersey,USA
B002243,New Jersey,USA
B002244,Georgia,USA
B002245,Arizona,USA
B002246,Florida,USA
B002247,California,USA
B002248,Tennessee,USA
B002249,New York,USA
B002250,Texas,USA
B002251,Massachusetts,USA
B002252,New York,USA
B002253,Washington,USA
B002254,Arizona,USA
B002255,Illinois,USA
B002256,Virginia,USA
B002257,New Jersey,USA
B002258,Virginia,USA
B002259,Virginia,USA
B002260,California,USA
B002261,North Carolina,USA
B002262,Florida,USA
B002263,Virginia,USA
B002264,Arizona,USA
B002265,Arizona,USA
B002266,Michigan,USA
B002267,Washington,USA
B002268,Texas,USA
B002269,New York,USA
B002270,Ohio,USA
B002271,Arizona,USA
B002272,New York,USA
B002273,New York,USA
B002274,Georgia,USA
B002275,New York,USA
B002276,Virginia,USA
B002277,Arizona,USA
B002278,Arizona,USA
B002279,Texas,USA
B002280,Washington,USA
B002281,Illinois,USA
B002282,Texas,USA
B002283,Michigan,USA
B002284,Georgia,USA
B002285,New York,USA
B002286,Michigan,USA
B002287,Massachusetts,USA
B002288,Virginia,USA
B002289,Michigan,USA
B002290,Texas,USA
B002291,Georgia,USA
B002292,Massachusetts,USA
B002293,Texas,USA
B002294,Arizona,USA
B002295,Washington,USA
B002296,Massachusetts,USA
B002297,Florida,USA
B002298,Arizona,USA
B002299,Ohio,USA
B002300,Washington,USA
B002301,Arizona,USA
B002302,Massachusetts,USA
B002303,Arizona,USA
B002304,Texas,USA
B002305,Illinois,USA
B002306,New York,USA
B002307,Virginia,USA
B002308,Washington,USA
B002309,Massachusetts,USA
B002310,Tennessee,USA
B002311,Texas,USA
B002312,New York,USA
B002313,Florida,USA
B002314,Illinois,USA
B002315,Michigan,USA
B002316,Georgia,USA
B002317,Arizona,USA
B002318,Ohio,USA
B002319,New York,USA
B002320,Texas,USA
B002321,Virginia,USA
B002322,Massachusetts,USA
B002323,New York,USA
B002324,Massachusetts,USA
B002325,New Jersey,USA
B002326,Washington,USA
B002327,Illinois,USA
B002328,Georgia,USA
B002329,New Jersey,USA
B002330,Texas,USA
B002331,Arizona,USA
B002332,Washington,USA
B002333,Georgia,USA
B002334,Texas,USA
B002335,New York,USA
B002336,Arizona,USA
B002337,Virginia,USA
B002338,Georgia,USA
B002339,New York,USA
B002340,Texas,USA
B002341,Tennessee,USA
B002342,Massachusetts,USA
B002343,Tennessee,USA
B002344,Tennessee,USA
B002345,Tennessee,USA
B002346,Michigan,USA
B002347,Arizona,USA
B002348,Texas,USA
B002349,Michigan,USA
B002350,New York,USA
B002351,Georgia,USA
B002352,New Jersey,USA
B002353,California,USA
B002354,Tennessee,USA
B002355,California,USA
B002356,Massachusetts,USA
B002357,Virginia,USA
B002358,Washington,USA
B002359,New Jersey,USA
B002360,Tennessee,USA
B002361,Massachusetts,USA
B002362,New Jersey,USA
B002363,Illinois,USA
B002364,California,USA
B002365,New Jersey,USA
B002366,Washington,USA
B002367,New York,USA
B002368,Tennessee,USA
B002369,Texas,USA
B002370,Florida,USA
B002371,Florida,USA
B002372,New Jersey,USA
B002373,Tennessee,USA
B002374,California,USA
B002375,North Carolina,USA
B002376,Michigan,USA
B002377,North Carolina,USA
B002378,Illinois,USA
B002379,Texas,USA
